id	created_by_id	updated_by_id	created_at	updated_at	place_published	primary_language_id	first_year_of_issue	last_year_of_issue	translated_from_serial_id	publisher	name
115	1	1	2015-03-11 17:07:27.983127	2015-03-11 17:07:27.983127	Bruxelles						Memoires de la Société Royale d'Entomologie de Belgique
116	1	1	2015-03-11 17:07:28.00211	2015-03-11 17:07:28.00211							North American Entomologist
117	1	1	2015-03-11 17:07:28.021422	2015-03-11 17:07:28.021422							Neuroptera International
118	1	1	2015-03-11 17:07:28.041436	2015-03-11 17:07:28.041436							Norwegian Journal of Entomology
119	1	1	2015-03-11 17:07:28.060056	2015-03-11 17:07:28.060056							Notulae Naturae
120	1	1	2015-03-11 17:07:28.078898	2015-03-11 17:07:28.078898							Northwest Science
122	1	1	2015-03-11 17:07:28.120433	2015-03-11 17:07:28.120433							Occidental Entomologist
123	1	1	2015-03-11 17:07:28.139532	2015-03-11 17:07:28.139532							Opinions and Declarations Rendered by the International Commission on Zoological Nomenclature
124	1	1	2015-03-11 17:07:28.15996	2015-03-11 17:07:28.15996							Opuscules de l'Institut Scientifique de l'Indochine
125	1	1	2015-03-11 17:07:28.178978	2015-03-11 17:07:28.178978							Oregon State Monographs, Studies in Entomology
126	1	1	2015-03-11 17:07:28.197948	2015-03-11 17:07:28.197948							Proceedings of the Aradian Entomological Society
128	1	1	2015-03-11 17:07:28.236337	2015-03-11 17:07:28.236337							Publications of the Carnegie Institution of Washington
129	1	1	2015-03-11 17:07:28.255465	2015-03-11 17:07:28.255465							Pomona College Journal of Entomology and Zoology
130	1	1	2015-03-11 17:07:28.274532	2015-03-11 17:07:28.274532							Philippine Entomologist
131	1	1	2015-03-11 17:07:28.297946	2015-03-11 17:07:28.297946							Proceedings of the Entomological Society of America
133	1	1	2015-03-11 17:07:28.34091	2015-03-11 17:07:28.34091							Proceedings of the Entomological Society of Southern Africa
135	1	1	2015-03-11 17:07:28.378531	2015-03-11 17:07:28.378531							Pacific Insects Monographs
410	1	1	2015-03-11 17:07:33.863785	2015-03-11 17:07:33.863785							Vestník Leningr. Univ.
136	1	1	2015-03-11 17:07:28.397734	2015-03-11 17:07:28.397734							Proceedings of the Indian Academy of Sciences, Bangalore
138	1	1	2015-03-11 17:07:28.438187	2015-03-11 17:07:28.438187							Proceedings of the New England Zoological Club
140	1	1	2015-03-11 17:07:28.49741	2015-03-11 17:07:28.49741							Proceedings of the Pacific Coast Entomological Society
141	1	1	2015-03-11 17:07:28.517455	2015-03-11 17:07:28.517455							Proceedings of the Royal Entomological Society of London, Series A [use ser#537 '(A)']
142	1	1	2015-03-11 17:07:28.536444	2015-03-11 17:07:28.536444							Proceedings of the Royal Entomological Society of London, Series B
143	1	1	2015-03-11 17:07:28.556566	2015-03-11 17:07:28.556566							Proceedings of the Royal Entomological Society of London, Series C [use ser#537 '(C)']
144	1	1	2015-03-11 17:07:28.575458	2015-03-11 17:07:28.575458							Proceedings of the West Virginia Academy of Science
145	1	1	2015-03-11 17:07:28.594281	2015-03-11 17:07:28.594281							Quarterly Bulletin of the British Columbia Entomological Society
146	1	1	2015-03-11 17:07:28.613219	2015-03-11 17:07:28.613219							Quaestiones Entomologicae
147	1	1	2015-03-11 17:07:28.632547	2015-03-11 17:07:28.632547							Queensland Naturalist
148	1	1	2015-03-11 17:07:28.652291	2015-03-11 17:07:28.652291							Report of the Entomological Department of the New Jersey Agricultural College Experiment Station
149	1	1	2015-03-11 17:07:28.671564	2015-03-11 17:07:28.671564							Royal Entomological Society of London, Symposium
150	1	1	2015-03-11 17:07:28.690853	2015-03-11 17:07:28.690853							Razón y Fe
151	1	1	2015-03-11 17:07:28.709747	2015-03-11 17:07:28.709747							Records of the Indian Museum, Calcutta
152	1	1	2015-03-11 17:07:28.728568	2015-03-11 17:07:28.728568							Recueil de l'Institut Zoologique Torley-Rousseau
153	1	1	2015-03-11 17:07:28.747634	2015-03-11 17:07:28.747634							Revista Montserratina
154	1	1	2015-03-11 17:07:28.766734	2015-03-11 17:07:28.766734							Revista do Museu Paulista, Sao Paulo
156	1	1	2015-03-11 17:07:28.806591	2015-03-11 17:07:28.806591							Revista de la [Real] Academia de Ciencias Exactas Fisico-Quimicas y Naturales de Zaragoza
157	1	1	2015-03-11 17:07:28.825793	2015-03-11 17:07:28.825793							Research Report of the Entomology Research Institute
158	1	1	2015-03-11 17:07:28.844659	2015-03-11 17:07:28.844659							South African Animal Life
159	1	1	2015-03-11 17:07:28.863629	2015-03-11 17:07:28.863629	New York, etc.						Science Magazine
160	1	1	2015-03-11 17:07:28.88442	2015-03-11 17:07:28.88442							Stettiner Entomologische Zeitung
161	1	1	2015-03-11 17:07:28.903315	2015-03-11 17:07:28.903315							Sinensia, Shanghai
162	1	1	2015-03-11 17:07:28.922327	2015-03-11 17:07:28.922327							Transactions of the Entomological Society of the South of England
163	1	1	2015-03-11 17:07:28.941487	2015-03-11 17:07:28.941487							Treballs. Museu de Ciencias Naturals, Barcelona
164	1	1	2015-03-11 17:07:28.96018	2015-03-11 17:07:28.96018							Travaux du Musée Géologique près l'Académie des Sciences de l'URSS, Leningrad
165	1	1	2015-03-11 17:07:28.978862	2015-03-11 17:07:28.978862							Transactions and Proceedings of the New Zealand Institute, Wellington
166	1	1	2015-03-11 17:07:29.002317	2015-03-11 17:07:29.002317							Transactions of the Royal Society of New Zealand, Zoology
167	1	1	2015-03-11 17:07:29.021205	2015-03-11 17:07:29.021205							Transactions of the Royal Entomological Society of London
169	1	1	2015-03-11 17:07:29.064287	2015-03-11 17:07:29.064287							Vasculum
170	1	1	2015-03-11 17:07:29.08461	2015-03-11 17:07:29.08461							Videnskabelige Meddelelser fra Dansk Naturhistorisk Forening, Kjobenhaven
171	1	1	2015-03-11 17:07:29.104471	2015-03-11 17:07:29.104471							Verhandlungen der Zoologische-Botanischen Gesellschaft in Wien
172	1	1	2015-03-11 17:07:29.124589	2015-03-11 17:07:29.124589							Verhandlungen des Zoologische-Botanischen Vereins in Wien
173	1	1	2015-03-11 17:07:29.145349	2015-03-11 17:07:29.145349							Western Australian Naturalist
174	1	1	2015-03-11 17:07:29.164469	2015-03-11 17:07:29.164469							Zeitschrift der Arbeitsgemeinschaft Österreichischer Entomologen
176	1	1	2015-03-11 17:07:29.207957	2015-03-11 17:07:29.207957							Zoologische Jahrbücher (Abteilung für Allgemeine Anatomie und Ontologie der Tiere)
177	1	1	2015-03-11 17:07:29.227392	2015-03-11 17:07:29.227392							Zoological Miscellany, London
178	1	1	2015-03-11 17:07:29.266865	2015-03-11 17:07:29.266865							Zeitschrift für Vergleichende Physiologie
179	1	1	2015-03-11 17:07:29.285486	2015-03-11 17:07:29.285486							Zeitschrift für Zoologische Systematic Evolutionsforschung
180	1	1	2015-03-11 17:07:29.303867	2015-03-11 17:07:29.303867							Acta Agriculturae Universitatis Pekinensis
181	1	1	2015-03-11 17:07:29.326864	2015-03-11 17:07:29.326864							Asociacion Espanola para el Progreso de la Ciencias
182	1	1	2015-03-11 17:07:29.347304	2015-03-11 17:07:29.347304							Aquatic Insects
183	1	1	2015-03-11 17:07:29.365998	2015-03-11 17:07:29.365998	Barcelona						Arxius [Arxivs] de l'Institute [d'Estudis Catalans, Seccio] de Ciencias, Barcelona
184	1	1	2015-03-11 17:07:29.384973	2015-03-11 17:07:29.384973							Abhandlungen der Koniglichen Akademie der Wissenschaften zu Berlin
185	1	1	2015-03-11 17:07:29.404469	2015-03-11 17:07:29.404469	Napoli						Annuario del [R.] Museo Zoologico della R. Università di Napoli
186	1	1	2015-03-11 17:07:29.423197	2015-03-11 17:07:29.423197							Abhandlungen der Preussischen Akademie der Wissenschaften, Berlin
187	1	1	2015-03-11 17:07:29.442788	2015-03-11 17:07:29.442788							Bulletin de l'Academie des Sciences de Russie
188	1	1	2015-03-11 17:07:29.466761	2015-03-11 17:07:29.466761	Berlin						Bericht über die zur Bekanntmachung Geeigneten Verhandlungen der Königl. Preuss. Akademie der Wissenschaften zu Berlin
189	1	1	2015-03-11 17:07:29.485718	2015-03-11 17:07:29.485718	Paris, Dakar						Bulletin de l'Institut Française d'Afrique Noire (Series A, Sciences Naturelles)
191	1	1	2015-03-11 17:07:29.52543	2015-03-11 17:07:29.52543	Lyon						Bulletin Mensuel de la Société Linnéenne de Lyon
193	1	1	2015-03-11 17:07:29.564383	2015-03-11 17:07:29.564383	Paris						Bulletin de la Société Géologique de France
194	1	1	2015-03-11 17:07:29.582984	2015-03-11 17:07:29.582984	Paris						Compte Rendu de l'Association Française pour l'Avancement des Sciences, Paris
195	1	1	2015-03-11 17:07:29.601849	2015-03-11 17:07:29.601849							Comptes Rendus des Séances de la Socété Entomologique de Belgique
196	1	1	2015-03-11 17:07:29.620305	2015-03-11 17:07:29.620305	Bonn						Decheniana: Verhandlungen des Naturhistorischen Vereins des Rheinlande und Westfalens
197	1	1	2015-03-11 17:07:29.639121	2015-03-11 17:07:29.639121	Kyoto						Entomological Magazine, Kyoto
823	1	1	2015-03-11 17:07:42.105875	2015-03-11 17:07:42.105875							Agric. Ecosyst. Environ.
201	1	1	2015-03-11 17:07:29.714789	2015-03-11 17:07:29.714789	Sapporo						Journal of the Faculty of Science, Hokkaido Imperial University (Series 6: Zoology)
202	1	1	2015-03-11 17:07:29.73379	2015-03-11 17:07:29.73379	Perth						Journal [and Proceedings] of the Royal Society of Western Australia
203	1	1	2015-03-11 17:07:29.752517	2015-03-11 17:07:29.752517	Jena						Jenaische Zeitschrift für Naturwissenschaft
204	1	1	2015-03-11 17:07:29.771418	2015-03-11 17:07:29.771418	Bruxelles						Lambillionea
205	1	1	2015-03-11 17:07:29.792823	2015-03-11 17:07:29.792823							Memorias de la [Real] Academia de Ciencias Exactas, Fisico-Quimicas y Naturales de Zaragoza
206	1	1	2015-03-11 17:07:29.812452	2015-03-11 17:07:29.812452							Memorias de la [Real] Sociedad Española de Historia Natural
207	1	1	2015-03-11 17:07:29.83212	2015-03-11 17:07:29.83212							Nova Acta Leopoldina
208	1	1	2015-03-11 17:07:29.852153	2015-03-11 17:07:29.852153							National Geographic Society Research Reports
209	1	1	2015-03-11 17:07:29.871299	2015-03-11 17:07:29.871299							Naturkundliches Jahrbuch der Stadt Linz
210	1	1	2015-03-11 17:07:29.890327	2015-03-11 17:07:29.890327							Proceedings of the Royal Society of Canada
211	1	1	2015-03-11 17:07:29.90991	2015-03-11 17:07:29.90991							Records of the Australian Museum [Adelaide]
212	1	1	2015-03-11 17:07:30.022173	2015-03-11 17:07:30.022173							Zeitschrift für die Gesamte Naturwissenschaft
214	1	1	2015-03-11 17:07:30.062099	2015-03-11 17:07:30.062099							Revue des Questions Scientifiques
215	1	1	2015-03-11 17:07:30.0824	2015-03-11 17:07:30.0824	St. Pétersbourg						Akademiia nauk SSSR. Zoologicheskii Muzei. Ezhegodnik
216	1	1	2015-03-11 17:07:30.106886	2015-03-11 17:07:30.106886							Records of the Auckland Institute and Museum
217	1	1	2015-03-11 17:07:30.126194	2015-03-11 17:07:30.126194							Occasional Papers of the California Academy of Sciences
218	1	1	2015-03-11 17:07:30.145761	2015-03-11 17:07:30.145761							Brotéria (Ciências Naturais)
219	1	1	2015-03-11 17:07:30.164548	2015-03-11 17:07:30.164548	Cambridge, etc.						Journal of Animal Ecology
220	1	1	2015-03-11 17:07:30.184332	2015-03-11 17:07:30.184332							Antenna, Bulletin of the Royal Entomological Society of London
221	1	1	2015-03-11 17:07:30.203059	2015-03-11 17:07:30.203059	Sao Paulo						Chacaras e Quintaes, Sao Paulo
222	1	1	2015-03-11 17:07:30.221808	2015-03-11 17:07:30.221808	Sofia						Izvestiya na Zoologicheskiya Institut s Muzei (Bulgarska Akademiya na Naukite, Sofia)
223	1	1	2015-03-11 17:07:30.240948	2015-03-11 17:07:30.240948							Acta Phytopathologica, Academiae Scientiarum Hungaricae
224	1	1	2015-03-11 17:07:30.260173	2015-03-11 17:07:30.260173							Acta Phytopathologica et Entomologica Hungarica
225	1	1	2015-03-11 17:07:30.278994	2015-03-11 17:07:30.278994							Vop. Biol. Zashch. Rast.
226	1	1	2015-03-11 17:07:30.29798	2015-03-11 17:07:30.29798	St. Pétersbourg						Annuaire du Musée Zoologique de l'Académie Impériale des Sciences de St. Pétersbourg [use ser#477]
227	1	1	2015-03-11 17:07:30.316903	2015-03-11 17:07:30.316903							Biologie Cellulaire
229	1	1	2015-03-11 17:07:30.360661	2015-03-11 17:07:30.360661							Zachr. Vorarlberger Oberland, Rhetius Ges.
230	1	1	2015-03-11 17:07:30.38009	2015-03-11 17:07:30.38009	Frankfurt						Nachrichten des Entomologischen Vereins Apollo
231	1	1	2015-03-11 17:07:30.39899	2015-03-11 17:07:30.39899							Poeyana Instituto de Biologia
232	1	1	2015-03-11 17:07:30.417296	2015-03-11 17:07:30.417296							Journal of Southw. Nat.
233	1	1	2015-03-11 17:07:30.43592	2015-03-11 17:07:30.43592	Hull, London, etc.						Naturalist, Hull & London
234	1	1	2015-03-11 17:07:30.455152	2015-03-11 17:07:30.455152							Abhandlungen der Pamir-Expedition 1929, Lenningrad
235	1	1	2015-03-11 17:07:30.478441	2015-03-11 17:07:30.478441							Rev. V. Adamachi (Lasi)
236	1	1	2015-03-11 17:07:30.49947	2015-03-11 17:07:30.49947							Acta Oecologica/Oecologia Applicata
237	1	1	2015-03-11 17:07:30.519952	2015-03-11 17:07:30.519952							Agronomie
238	1	1	2015-03-11 17:07:30.538876	2015-03-11 17:07:30.538876							Bulletin de la Société Entomologique Suisse [use ser#256]
239	1	1	2015-03-11 17:07:30.557994	2015-03-11 17:07:30.557994							Lunds Universitets Arsskrift
240	1	1	2015-03-11 17:07:30.578104	2015-03-11 17:07:30.578104							Entomologen
241	1	1	2015-03-11 17:07:30.597738	2015-03-11 17:07:30.597738							Biblioteca Italiana
242	1	1	2015-03-11 17:07:30.617697	2015-03-11 17:07:30.617697	Athènes						Annales de l'Institut Phytopathologique Benaki
243	1	1	2015-03-11 17:07:30.637765	2015-03-11 17:07:30.637765	Hoshiarpur						Research Bulletin of the Punjab University of Science, Zoology
244	1	1	2015-03-11 17:07:30.657391	2015-03-11 17:07:30.657391							Bull. Sci. Inst. Nat. Res.
245	1	1	2015-03-11 17:07:30.677199	2015-03-11 17:07:30.677199							Memoirs of the National Science Museum, Tokyo
246	1	1	2015-03-11 17:07:30.695655	2015-03-11 17:07:30.695655							Gekkan-Mushi
247	1	1	2015-03-11 17:07:30.714074	2015-03-11 17:07:30.714074							Biologia Gallo-Hellenica
248	1	1	2015-03-11 17:07:30.73674	2015-03-11 17:07:30.73674	Abroath						North Western Naturalist
